rate_hz_per_channel,repeats,generated_total_mean,generated_total_std,accepted_total_mean,accepted_total_std,sent_total_mean,sent_total_std,sent_word_total_mean,sent_word_total_std,busy_counter_total_mean,busy_counter_total_std,full_counter_total_mean,full_counter_total_std,spacing_counter_total_mean,spacing_counter_total_std,queue_counter_total_mean,queue_counter_total_std,ring_counter_total_mean,ring_counter_total_std,output_counter_total_mean,output_counter_total_std,dead_fraction_mean,dead_fraction_std
7854,4,995.250000000,38.603756294,960.500000000,38.039453203,953.250000000,38.784661917,114390.000000000,4654.159430015,26.000000000,5.228129047,8.750000000,3.862210075,26.000000000,5.228129047,0.000000000,0.000000000,0.000000000,0.000000000,8.750000000,3.862210075,0.034938231,0.001982112
8020,4,1006.250000000,44.184273220,967.250000000,41.258332492,964.250000000,42.640942766,115710.000000000,5116.913131958,30.000000000,3.651483717,9.000000000,2.449489743,30.000000000,3.651483717,0.000000000,0.000000000,0.000000000,0.000000000,9.000000000,2.449489743,0.038705941,0.004985769
8187,4,1038.250000000,26.323310329,1001.500000000,25.488559525,997.500000000,22.649503306,119700.000000000,2717.940396697,27.750000000,4.349329450,9.000000000,4.966554809,27.750000000,4.349329450,0.000000000,0.000000000,0.000000000,0.000000000,9.000000000,4.966554809,0.035372032,0.008473407
8353,4,1076.250000000,33.410327745,1028.000000000,36.175498154,1023.000000000,35.042830936,122760.000000000,4205.139712304,36.500000000,6.191391874,11.750000000,3.403429643,36.500000000,6.191391874,0.000000000,0.000000000,0.000000000,0.000000000,11.750000000,3.403429643,0.044905691,0.007773689
8519,4,1098.000000000,30.605010483,1044.500000000,33.201405593,1044.000000000,32.771939216,125280.000000000,3932.632705962,41.000000000,5.830951895,12.500000000,4.795831523,41.000000000,5.830951895,0.000000000,0.000000000,0.000000000,0.000000000,12.500000000,4.795831523,0.048800908,0.005084873
8686,4,1104.000000000,38.148831350,1057.000000000,40.091561872,1054.500000000,38.275318418,126540.000000000,4593.038210161,33.500000000,4.654746681,13.500000000,2.380476143,33.500000000,4.654746681,0.000000000,0.000000000,0.000000000,0.000000000,13.500000000,2.380476143,0.042658422,0.003593127
8852,4,1141.750000000,41.427647773,1095.250000000,35.103418637,1091.250000000,36.664015056,130950.000000000,4399.681806676,34.750000000,5.560275773,11.750000000,2.061552813,34.750000000,5.560275773,0.000000000,0.000000000,0.000000000,0.000000000,11.750000000,2.061552813,0.040612588,0.004350752
9018,4,1143.250000000,29.227555491,1091.250000000,23.683679331,1090.500000000,23.173260453,130860.000000000,2780.791254302,39.500000000,3.316624790,12.500000000,7.047458171,39.500000000,3.316624790,0.000000000,0.000000000,0.000000000,0.000000000,12.500000000,7.047458171,0.045410843,0.004500629
9185,4,1157.750000000,42.002976085,1106.250000000,40.450587140,1105.750000000,37.241330087,132690.000000000,4468.959610469,40.000000000,3.651483717,11.500000000,7.416198487,40.000000000,3.651483717,0.000000000,0.000000000,0.000000000,0.000000000,11.500000000,7.416198487,0.044474069,0.005556645
9351,4,1200.750000000,43.084219849,1141.500000000,35.444792753,1137.750000000,34.306219067,136530.000000000,4116.746288029,42.250000000,8.180260795,17.000000000,4.396968653,42.250000000,8.180260795,0.000000000,0.000000000,0.000000000,0.000000000,17.000000000,4.396968653,0.049220363,0.004734904
