rate_hz_per_channel,rate_khz_per_channel,baseline_dead_pct_mean,baseline_dead_pct_std,ring_dead_pct_mean,ring_dead_pct_std,baseline_busy_pct_mean,baseline_busy_pct_std,ring_busy_pct_mean,ring_busy_pct_std,baseline_full_pct_mean,baseline_full_pct_std,ring_full_pct_mean,ring_full_pct_std,delta_dead_pct_mean,delta_dead_pct_std,delta_busy_pct_mean,delta_busy_pct_std,delta_full_pct_mean,delta_full_pct_std
1000,1.0,1.14939999999999,1.9908191982196601,1.14939999999999,1.9908191982196601,2.7777777777777772,4.811252243246882,2.7777777777777772,4.811252243246882,0.0,0.0,0.0,0.0,0.0,2.8154435103549744,0.0,6.804138174397718,0.0,0.0
1684,1.684,4.02286666666666,0.56113533424062,2.7866,1.61616305179892,7.894736842105264,0.0,5.128205128205128,2.2205779584216376,0.0,0.0,0.0,0.0,-1.2362666666666602,1.7108056211426623,-2.766531713900136,2.2205779584216376,0.0,0.0
2368,2.368,5.0394000000000005,2.15457261887363,4.1736,1.7646905536098898,7.352941176470589,3.369540952173412,5.797101449275361,1.2551092808470126,0.7352941176470587,1.2735667702712334,0.7246376811594202,1.2551092808470126,-0.8658000000000001,2.7850163231119405,-1.5558397271952273,3.5957065418693452,-0.010656436487638477,1.7880916154401614
3053,3.053,3.50526666666666,0.67850227953436,3.12213333333333,0.9830214765371701,3.431372549019608,0.8490445135141557,2.9268292682926833,1.4634146341463417,1.4705882352941178,1.4705882352941178,1.4634146341463417,1.4634146341463417,-0.3831333333333298,1.1944440408267945,-0.5045432807269248,1.69188030822578,-0.007173601147776099,2.0746595260955805
3737,3.737,4.696433333333331,1.49376936751739,4.18226666666666,1.2957394040984198,6.007067137809189,3.2385693957285095,5.2631578947368425,2.7850013800679903,0.35335689045936397,0.6120320874801688,0.35087719298245607,0.607737125462764,-0.5141666666666707,1.9774446962346712,-0.7439092430723466,4.2713656385200665,-0.002479697476907905,0.8625124287632476
4421,4.421,6.422266666666659,1.86232171316701,5.19676666666666,2.00291122452627,7.38255033557047,1.5377770788442418,5.610561056105611,1.5124012194573728,1.342281879194631,1.1624502064220656,1.32013201320132,1.1432678597814372,-1.2254999999999994,2.734939768380033,-1.7719892794648588,2.156876397208444,-0.022149865993311035,1.6304453016338607
5105,5.105,8.598166666666659,2.80502781507302,7.60663333333333,3.0612727979279,8.737864077669903,3.853035889899889,7.434052757793766,4.090820649695919,1.9417475728155336,0.42040068144875664,1.9184652278177454,0.41535990589181715,-0.9915333333333285,4.152056380477827,-1.3038113198761367,5.619670733845104,-0.02328234499778814,0.5909827276537261
5789,5.789,8.60099999999999,1.42619433107834,7.8637,2.1154790379486097,8.68596881959911,1.3363028953229399,7.726269315673288,2.1288412275922637,1.7817371937639197,0.7715148363335758,1.7660044150110372,0.7647023432975176,-0.7372999999999905,2.5513294240454267,-0.9596995039258216,2.513497642796788,-0.01573277875288248,1.0862802661042585
6474,6.474,10.00519999999999,2.21504588665788,7.9805,1.35416395979216,11.089866156787762,2.887125979071032,8.582089552238807,1.9656070434426751,1.147227533460803,1.147227533460803,0.9328358208955225,0.854958152044,-2.0246999999999895,2.5961872640470247,-2.5077766045489547,3.4927220714305798,-0.21439171256528056,1.4307635916799986
7158,7.158,11.63976666666666,0.89480501414181,10.4901,1.52303889313438,12.252252252252253,0.8256893144064577,10.676156583629892,0.5338078291814946,1.9819819819819817,0.8256893144064577,1.95729537366548,0.8154049279280853,-1.1496666666666595,1.7664437390795444,-1.5760956686223615,0.9832159693681067,-0.024686608316501824,1.16045165363078
7842,7.842,12.94336666666666,0.75482385583216,10.75169999999999,0.80376431869049,13.446676970633696,0.9273570324574963,10.375939849624062,1.1935720200291389,2.163833075734158,0.267704916162114,2.2556390977443614,0.45112781954887227,-2.19166666666667,1.1026314585269719,-3.0707371210096337,1.5114910627075548,0.09180602201020349,0.5245781464265208
8526,8.526,14.4022,1.28797400206681,11.83779999999999,1.97007974204091,15.029761904761903,1.0309826235529032,11.383285302593658,1.747025310227974,2.529761904761905,0.681930906987476,2.593659942363112,0.8645533141210373,-2.56440000000001,2.3537398369403473,-3.6464766021682458,2.0285518491389802,0.06389803760120705,1.1011276923510873
9211,9.211,14.33286666666667,2.7266871737207596,12.54996666666666,2.72034696377747,14.634146341463415,3.8778016317762014,11.952191235059761,3.8005545873185085,3.1165311653116534,1.8330283548060546,3.3200531208499338,2.194251214058208,-1.7829000000000104,3.851637385147595,-2.681955106403654,5.429692502029367,0.20352195553828034,2.8591487089549767
9895,9.895,16.6619,1.36703361699703,13.90296666666666,0.86965949850118,17.97175866495507,1.8996981498008656,13.878562577447337,1.407412229442447,2.952503209242619,0.22234285077906,2.973977695167286,0.37174721189591076,-2.7589333333333386,1.620212502523452,-4.093196087507732,2.3642466546325047,0.021474485924667164,0.43316547974757
10579,10.579,16.18376666666666,2.02937969422514,13.59336666666666,1.78988622636561,16.370558375634516,1.0072657275626613,12.8992628992629,0.9750926207854758,3.680203045685279,1.4413472958883942,3.4398034398034403,1.1847236807116652,-2.5904000000000007,2.7059332302676364,-3.4712954763716155,1.4019236302426124,-0.2403996058818385,1.8657578157423813
11263,11.263,16.20576666666666,2.23963637748035,14.416699999999999,1.91281029901033,16.387559808612437,3.3149297752514393,13.668224299065422,3.154205607476636,3.3492822966507174,0.5481549874349091,3.504672897196262,0.6070271521853542,-1.7890666666666597,2.945303777767803,-2.7193355095470153,4.57578107311589,0.15539060054554454,0.8178972146547673
