rate_hz_per_channel,repeats,generated_total_mean,generated_total_std,accepted_total_mean,accepted_total_std,sent_total_mean,sent_total_std,busy_counter_total_mean,busy_counter_total_std,full_counter_total_mean,full_counter_total_std,spacing_counter_total_mean,spacing_counter_total_std,queue_counter_total_mean,queue_counter_total_std,ring_counter_total_mean,ring_counter_total_std,output_counter_total_mean,output_counter_total_std,dead_fraction_mean,dead_fraction_std
17005,5,2155.600000000,33.649665674,1848.800000000,17.753872817,1848.800000000,17.253985047,245.200000000,20.241047404,61.600000000,9.914635646,245.200000000,20.241047404,0.000000000,0.000000000,0.000000000,0.000000000,61.600000000,9.914635646,0.142227017,0.010166602
17171,5,2210.800000000,38.829112789,1887.800000000,17.079227149,1887.600000000,15.852444606,257.800000000,23.972901368,65.200000000,9.311283478,257.800000000,23.972901368,0.000000000,0.000000000,0.000000000,0.000000000,65.200000000,9.311283478,0.145959584,0.011682197
17338,5,2217.200000000,46.954233036,1899.600000000,37.407218555,1898.400000000,33.597618963,250.200000000,21.533694527,67.400000000,5.319774431,250.200000000,21.533694527,0.000000000,0.000000000,0.000000000,0.000000000,67.400000000,5.319774431,0.143195552,0.007556459
17504,5,2251.800000000,27.307508125,1919.200000000,19.904773297,1917.800000000,18.430952227,260.600000000,11.081516142,72.000000000,7.071067812,260.600000000,11.081516142,0.000000000,0.000000000,0.000000000,0.000000000,72.000000000,7.071067812,0.147685922,0.003077419
17671,5,2275.400000000,51.012743506,1928.800000000,40.517897280,1929.400000000,42.400471695,276.400000000,9.964938535,70.200000000,15.401298647,276.400000000,9.964938535,0.000000000,0.000000000,0.000000000,0.000000000,70.200000000,15.401298647,0.152283854,0.006537045
17837,5,2309.800000000,45.969555143,1954.600000000,32.936302160,1953.400000000,30.843151590,276.400000000,19.047309521,78.800000000,9.338094024,276.400000000,19.047309521,0.000000000,0.000000000,0.000000000,0.000000000,78.800000000,9.338094024,0.153703886,0.008911587
18003,5,2320.600000000,62.095088373,1962.600000000,34.703025805,1963.200000000,36.189777562,279.000000000,28.714108031,79.000000000,3.082207001,279.000000000,28.714108031,0.000000000,0.000000000,0.000000000,0.000000000,79.000000000,3.082207001,0.154095247,0.009054234
18170,5,2280.400000000,30.656157620,1928.800000000,21.004761365,1930.000000000,19.144189719,276.800000000,8.700574694,74.800000000,6.870225615,276.800000000,8.700574694,0.000000000,0.000000000,0.000000000,0.000000000,74.800000000,6.870225615,0.154158265,0.003042285
18336,5,2328.400000000,34.961407294,1963.000000000,31.937438845,1964.000000000,32.007811547,287.400000000,13.831124322,78.000000000,8.000000000,287.400000000,13.831124322,0.000000000,0.000000000,0.000000000,0.000000000,78.000000000,8.000000000,0.156934751,0.004636626
18503,5,2357.000000000,55.095371856,1986.400000000,43.212266777,1987.800000000,43.441915243,288.800000000,16.392071254,81.800000000,10.232301794,288.800000000,16.392071254,0.000000000,0.000000000,0.000000000,0.000000000,81.800000000,10.232301794,0.157196182,0.005348235
18669,5,2378.800000000,68.550711156,1992.200000000,55.881123825,1990.200000000,54.600366299,305.600000000,22.467754672,81.000000000,9.354143467,305.600000000,22.467754672,0.000000000,0.000000000,0.000000000,0.000000000,81.000000000,9.354143467,0.162470475,0.008716760
18835,5,2381.400000000,40.960957020,2002.000000000,33.741665638,2003.800000000,32.828341414,288.200000000,22.331591972,91.200000000,6.942621983,288.200000000,22.331591972,0.000000000,0.000000000,0.000000000,0.000000000,91.200000000,6.942621983,0.159271651,0.009467853
19002,5,2436.200000000,32.267630840,2042.400000000,21.489532336,2043.600000000,22.711230702,305.000000000,14.949916388,88.800000000,17.035257556,305.000000000,14.949916388,0.000000000,0.000000000,0.000000000,0.000000000,88.800000000,17.035257556,0.161594894,0.007718302
19168,5,2448.800000000,45.394933638,2045.600000000,30.451600943,2047.600000000,30.369392487,318.200000000,14.237275020,85.000000000,11.180339887,318.200000000,14.237275020,0.000000000,0.000000000,0.000000000,0.000000000,85.000000000,11.180339887,0.164593545,0.005979663
19334,5,2520.200000000,42.622763871,2102.000000000,40.614036982,2102.200000000,39.200765299,326.400000000,22.478878976,91.800000000,6.648308055,326.400000000,22.478878976,0.000000000,0.000000000,0.000000000,0.000000000,91.800000000,6.648308055,0.165930617,0.009118981
19501,5,2533.000000000,81.132607502,2095.600000000,59.931627710,2098.400000000,60.508677064,338.600000000,11.588787685,98.800000000,17.108477431,338.600000000,11.588787685,0.000000000,0.000000000,0.000000000,0.000000000,98.800000000,17.108477431,0.172598760,0.005562800
19667,5,2541.200000000,89.278776873,2109.600000000,55.814872570,2109.400000000,57.816952531,340.200000000,27.114571728,91.400000000,17.415510328,340.200000000,27.114571728,0.000000000,0.000000000,0.000000000,0.000000000,91.400000000,17.415510328,0.169579712,0.012627546
19834,5,2518.600000000,42.782005563,2093.000000000,26.561249971,2093.600000000,25.667099563,323.800000000,22.884492566,101.800000000,11.798304963,323.800000000,22.884492566,0.000000000,0.000000000,0.000000000,0.000000000,101.800000000,11.798304963,0.168897976,0.009417274
20000,5,2540.600000000,93.417343144,2116.800000000,69.600287356,2118.400000000,70.489715562,327.200000000,12.833549782,96.600000000,14.536161804,327.200000000,12.833549782,0.000000000,0.000000000,0.000000000,0.000000000,96.600000000,14.536161804,0.166702442,0.005583753
