rate_hz_per_channel,repeats,generated_total_mean,generated_total_std,accepted_total_mean,accepted_total_std,sent_total_mean,sent_total_std,busy_counter_total_mean,busy_counter_total_std,full_counter_total_mean,full_counter_total_std,spacing_counter_total_mean,spacing_counter_total_std,queue_counter_total_mean,queue_counter_total_std,ring_counter_total_mean,ring_counter_total_std,output_counter_total_mean,output_counter_total_std,dead_fraction_mean,dead_fraction_std
17171,5,2210.800000000,38.829112789,1535.400000000,12.177848743,1533.200000000,13.718600512,444.800000000,39.989998750,230.600000000,7.162401832,444.800000000,39.989998750,0.000000000,0.000000000,0.000000000,0.000000000,230.600000000,7.162401832,0.305316491,0.014189904
17338,5,2217.200000000,46.954233036,1539.600000000,11.193748255,1538.000000000,12.349089035,437.200000000,25.331798199,240.400000000,18.809572031,437.200000000,25.331798199,0.000000000,0.000000000,0.000000000,0.000000000,240.400000000,18.809572031,0.305441370,0.010196537
17504,5,2251.800000000,27.307508125,1548.600000000,17.686152776,1547.400000000,14.774978849,456.800000000,18.267457404,246.400000000,22.930329261,456.800000000,18.267457404,0.000000000,0.000000000,0.000000000,0.000000000,246.400000000,22.930329261,0.312260405,0.005582909
17671,5,2275.400000000,51.012743506,1556.000000000,20.223748416,1557.400000000,23.114930240,450.400000000,18.474306482,269.000000000,25.797286679,450.400000000,18.474306482,0.000000000,0.000000000,0.000000000,0.000000000,269.000000000,25.797286679,0.316029362,0.008557724
17837,5,2309.800000000,45.969555143,1573.000000000,17.204650534,1575.000000000,18.668154703,471.800000000,18.130085493,265.000000000,28.222331583,471.800000000,18.130085493,0.000000000,0.000000000,0.000000000,0.000000000,265.000000000,28.222331583,0.318870826,0.008564575
18003,5,2320.600000000,62.095088373,1570.400000000,18.460769215,1571.000000000,19.659603251,474.400000000,28.351366810,275.800000000,18.308467986,474.400000000,28.351366810,0.000000000,0.000000000,0.000000000,0.000000000,275.800000000,18.308467986,0.323042259,0.011618138
18170,5,2280.400000000,30.656157620,1559.800000000,14.377065069,1562.200000000,12.275992832,462.000000000,16.248076809,258.600000000,21.593980643,462.000000000,16.248076809,0.000000000,0.000000000,0.000000000,0.000000000,258.600000000,21.593980643,0.315943422,0.006884927
18336,5,2328.400000000,34.961407294,1570.000000000,13.133925537,1571.000000000,11.510864433,470.200000000,13.553597308,288.200000000,27.096125184,470.200000000,13.553597308,0.000000000,0.000000000,0.000000000,0.000000000,288.200000000,27.096125184,0.325639541,0.007762878
18503,5,2357.000000000,55.095371856,1578.200000000,18.074844398,1578.200000000,18.019433953,483.000000000,31.000000000,295.800000000,27.169836216,483.000000000,31.000000000,0.000000000,0.000000000,0.000000000,0.000000000,295.800000000,27.169836216,0.330235791,0.011023797
18669,5,2378.800000000,68.550711156,1588.000000000,18.124568960,1589.400000000,17.329166166,485.800000000,23.370922104,305.000000000,50.739530940,485.800000000,23.370922104,0.000000000,0.000000000,0.000000000,0.000000000,305.000000000,50.739530940,0.332145307,0.013310274
18835,5,2381.400000000,40.960957020,1581.400000000,16.876018488,1581.600000000,16.994116629,496.000000000,31.144823005,304.000000000,15.049916943,496.000000000,31.144823005,0.000000000,0.000000000,0.000000000,0.000000000,304.000000000,15.049916943,0.335820377,0.010583173
19002,5,2436.200000000,32.267630840,1607.200000000,14.652644812,1606.600000000,14.993331851,494.000000000,11.022703843,335.000000000,10.074720840,494.000000000,11.022703843,0.000000000,0.000000000,0.000000000,0.000000000,335.000000000,10.074720840,0.340248570,0.004258211
19168,5,2448.800000000,45.394933638,1605.200000000,16.574076143,1604.400000000,16.471186964,520.400000000,18.942016788,323.200000000,26.873779042,520.400000000,18.942016788,0.000000000,0.000000000,0.000000000,0.000000000,323.200000000,26.873779042,0.344404330,0.006801294
19334,5,2520.200000000,42.622763871,1621.200000000,11.300442469,1620.600000000,8.561541917,525.600000000,30.394078371,373.400000000,23.586012804,525.600000000,30.394078371,0.000000000,0.000000000,0.000000000,0.000000000,373.400000000,23.586012804,0.356594914,0.009970671
19501,5,2533.000000000,81.132607502,1622.200000000,18.294808007,1623.800000000,17.824140933,534.800000000,16.361540270,376.000000000,53.225933529,534.800000000,16.361540270,0.000000000,0.000000000,0.000000000,0.000000000,376.000000000,53.225933529,0.359218427,0.014102262
19667,5,2541.200000000,89.278776873,1627.600000000,14.724129855,1626.600000000,14.859340497,534.400000000,26.857028875,379.200000000,56.645388162,534.400000000,26.857028875,0.000000000,0.000000000,0.000000000,0.000000000,379.200000000,56.645388162,0.358965663,0.020150126
19834,5,2518.600000000,42.782005563,1618.800000000,11.713240371,1620.400000000,5.176871642,534.000000000,27.577164466,365.800000000,26.395075298,534.000000000,27.577164466,0.000000000,0.000000000,0.000000000,0.000000000,365.800000000,26.395075298,0.357139159,0.010001147
20000,5,2540.600000000,93.417343144,1621.000000000,23.547823679,1621.600000000,23.158151912,552.400000000,25.706030421,367.200000000,54.311140662,552.400000000,25.706030421,0.000000000,0.000000000,0.000000000,0.000000000,367.200000000,54.311140662,0.361497485,0.016356277
